season,round,track,driver,team,grid_position,final_position,status,points_race,driver_points_before,team_points_before,finish_in_points
2022,1,Bahrain Grand Prix,LEC,Ferrari,1.0,1.0,Finished,26.0,0.0,0.0,1.0
2022,1,Bahrain Grand Prix,SAI,Ferrari,3.0,2.0,Finished,18.0,0.0,26.0,1.0
2022,1,Bahrain Grand Prix,HAM,Mercedes,5.0,3.0,Finished,15.0,0.0,0.0,1.0
2022,1,Bahrain Grand Prix,RUS,Mercedes,9.0,4.0,Finished,12.0,0.0,15.0,1.0
2022,1,Bahrain Grand Prix,MAG,Haas F1 Team,7.0,5.0,Finished,10.0,0.0,0.0,1.0
2022,1,Bahrain Grand Prix,BOT,Alfa Romeo,6.0,6.0,Finished,8.0,0.0,0.0,1.0
2022,1,Bahrain Grand Prix,OCO,Alpine,11.0,7.0,Finished,6.0,0.0,0.0,1.0
2022,1,Bahrain Grand Prix,TSU,AlphaTauri,16.0,8.0,Finished,4.0,0.0,0.0,1.0
2022,1,Bahrain Grand Prix,ALO,Alpine,8.0,9.0,Finished,2.0,0.0,6.0,1.0
2022,1,Bahrain Grand Prix,ZHO,Alfa Romeo,15.0,10.0,Finished,1.0,0.0,8.0,1.0
2022,1,Bahrain Grand Prix,MSC,Haas F1 Team,12.0,11.0,Finished,0.0,0.0,10.0,0.0
2022,1,Bahrain Grand Prix,STR,Aston Martin,19.0,12.0,Finished,0.0,0.0,0.0,0.0
2022,1,Bahrain Grand Prix,ALB,Williams,14.0,13.0,Finished,0.0,0.0,0.0,0.0
2022,1,Bahrain Grand Prix,RIC,McLaren,18.0,14.0,Finished,0.0,0.0,0.0,0.0
2022,1,Bahrain Grand Prix,NOR,McLaren,13.0,15.0,Finished,0.0,0.0,0.0,0.0
2022,1,Bahrain Grand Prix,LAT,Williams,20.0,16.0,Finished,0.0,0.0,0.0,0.0
2022,1,Bahrain Grand Prix,HUL,Aston Martin,17.0,17.0,Finished,0.0,0.0,0.0,0.0
2022,1,Bahrain Grand Prix,PER,Red Bull Racing,4.0,18.0,Fuel pressure,0.0,0.0,0.0,0.0
2022,1,Bahrain Grand Prix,VER,Red Bull Racing,2.0,19.0,Fuel pressure,0.0,0.0,0.0,0.0
2022,1,Bahrain Grand Prix,GAS,AlphaTauri,10.0,20.0,Power Unit,0.0,0.0,4.0,0.0
2022,2,Saudi Arabian Grand Prix,VER,Red Bull Racing,4.0,1.0,Finished,25.0,0.0,0.0,1.0
2022,2,Saudi Arabian Grand Prix,LEC,Ferrari,2.0,2.0,Finished,19.0,26.0,44.0,1.0
2022,2,Saudi Arabian Grand Prix,SAI,Ferrari,3.0,3.0,Finished,15.0,18.0,63.0,1.0
2022,2,Saudi Arabian Grand Prix,PER,Red Bull Racing,1.0,4.0,Finished,12.0,0.0,25.0,1.0
2022,2,Saudi Arabian Grand Prix,RUS,Mercedes,6.0,5.0,Finished,10.0,12.0,27.0,1.0
2022,2,Saudi Arabian Grand Prix,OCO,Alpine,5.0,6.0,Finished,8.0,6.0,8.0,1.0
2022,2,Saudi Arabian Grand Prix,NOR,McLaren,11.0,7.0,Finished,6.0,0.0,0.0,1.0
2022,2,Saudi Arabian Grand Prix,GAS,AlphaTauri,9.0,8.0,Finished,4.0,0.0,4.0,1.0
2022,2,Saudi Arabian Grand Prix,MAG,Haas F1 Team,10.0,9.0,Finished,2.0,10.0,10.0,1.0
2022,2,Saudi Arabian Grand Prix,HAM,Mercedes,15.0,10.0,Finished,1.0,15.0,37.0,1.0
2022,2,Saudi Arabian Grand Prix,ZHO,Alfa Romeo,12.0,11.0,Finished,0.0,1.0,9.0,0.0
2022,2,Saudi Arabian Grand Prix,HUL,Aston Martin,17.0,12.0,Finished,0.0,0.0,0.0,0.0
2022,2,Saudi Arabian Grand Prix,STR,Aston Martin,13.0,13.0,+1 Lap,0.0,0.0,0.0,0.0
2022,2,Saudi Arabian Grand Prix,ALB,Williams,16.0,14.0,Collision damage,0.0,0.0,0.0,0.0
2022,2,Saudi Arabian Grand Prix,BOT,Alfa Romeo,8.0,15.0,Cooling system,0.0,8.0,9.0,0.0
2022,2,Saudi Arabian Grand Prix,ALO,Alpine,7.0,16.0,Water pump,0.0,2.0,16.0,0.0
2022,2,Saudi Arabian Grand Prix,RIC,McLaren,14.0,17.0,Gearbox,0.0,0.0,6.0,0.0
2022,2,Saudi Arabian Grand Prix,LAT,Williams,18.0,18.0,Accident,0.0,0.0,0.0,0.0
2022,2,Saudi Arabian Grand Prix,TSU,AlphaTauri,19.0,19.0,Power Unit,0.0,4.0,8.0,0.0
2022,2,Saudi Arabian Grand Prix,MSC,Haas F1 Team,,,Withdrew,0.0,0.0,12.0,
2022,3,Australian Grand Prix,LEC,Ferrari,1.0,1.0,Finished,26.0,45.0,78.0,1.0
2022,3,Australian Grand Prix,PER,Red Bull Racing,3.0,2.0,Finished,18.0,12.0,37.0,1.0
2022,3,Australian Grand Prix,RUS,Mercedes,6.0,3.0,Finished,15.0,22.0,38.0,1.0
2022,3,Australian Grand Prix,HAM,Mercedes,5.0,4.0,Finished,12.0,16.0,53.0,1.0
2022,3,Australian Grand Prix,NOR,McLaren,4.0,5.0,Finished,10.0,6.0,6.0,1.0
2022,3,Australian Grand Prix,RIC,McLaren,7.0,6.0,Finished,8.0,0.0,16.0,1.0
2022,3,Australian Grand Prix,OCO,Alpine,8.0,7.0,Finished,6.0,14.0,16.0,1.0
2022,3,Australian Grand Prix,BOT,Alfa Romeo,12.0,8.0,Finished,4.0,8.0,9.0,1.0
2022,3,Australian Grand Prix,GAS,AlphaTauri,11.0,9.0,Finished,2.0,4.0,8.0,1.0
2022,3,Australian Grand Prix,ALB,Williams,20.0,10.0,Finished,1.0,0.0,0.0,1.0
2022,3,Australian Grand Prix,ZHO,Alfa Romeo,14.0,11.0,Finished,0.0,1.0,13.0,0.0
2022,3,Australian Grand Prix,STR,Aston Martin,19.0,12.0,Finished,0.0,0.0,0.0,0.0
2022,3,Australian Grand Prix,MSC,Haas F1 Team,15.0,13.0,+1 Lap,0.0,0.0,12.0,0.0
2022,3,Australian Grand Prix,MAG,Haas F1 Team,16.0,14.0,+1 Lap,0.0,12.0,12.0,0.0
2022,3,Australian Grand Prix,TSU,AlphaTauri,13.0,15.0,+1 Lap,0.0,4.0,10.0,0.0
2022,3,Australian Grand Prix,LAT,Williams,18.0,16.0,+1 Lap,0.0,0.0,1.0,0.0
2022,3,Australian Grand Prix,ALO,Alpine,10.0,17.0,+1 Lap,0.0,2.0,22.0,0.0
2022,3,Australian Grand Prix,VER,Red Bull Racing,2.0,18.0,Fuel leak,0.0,25.0,55.0,0.0
2022,3,Australian Grand Prix,VET,Aston Martin,17.0,19.0,Accident,0.0,0.0,0.0,0.0
2022,3,Australian Grand Prix,SAI,Ferrari,9.0,20.0,Spun off,0.0,33.0,104.0,0.0
2022,4,Emilia Romagna Grand Prix,VER,Red Bull Racing,1.0,1.0,Finished,26.0,25.0,55.0,1.0
2022,4,Emilia Romagna Grand Prix,PER,Red Bull Racing,3.0,2.0,Finished,18.0,30.0,81.0,1.0
2022,4,Emilia Romagna Grand Prix,NOR,McLaren,5.0,3.0,Finished,15.0,16.0,24.0,1.0
2022,4,Emilia Romagna Grand Prix,RUS,Mercedes,11.0,4.0,Finished,12.0,37.0,65.0,1.0
2022,4,Emilia Romagna Grand Prix,BOT,Alfa Romeo,7.0,5.0,Finished,10.0,12.0,13.0,1.0
2022,4,Emilia Romagna Grand Prix,LEC,Ferrari,2.0,6.0,Finished,8.0,71.0,104.0,1.0
2022,4,Emilia Romagna Grand Prix,TSU,AlphaTauri,12.0,7.0,Finished,6.0,4.0,10.0,1.0
2022,4,Emilia Romagna Grand Prix,VET,Aston Martin,13.0,8.0,Finished,4.0,0.0,0.0,1.0
2022,4,Emilia Romagna Grand Prix,MAG,Haas F1 Team,8.0,9.0,Finished,2.0,12.0,12.0,1.0
2022,4,Emilia Romagna Grand Prix,STR,Aston Martin,15.0,10.0,+1 Lap,1.0,0.0,4.0,1.0
2022,4,Emilia Romagna Grand Prix,ALB,Williams,18.0,11.0,+1 Lap,0.0,1.0,1.0,0.0
2022,4,Emilia Romagna Grand Prix,GAS,AlphaTauri,17.0,12.0,+1 Lap,0.0,6.0,16.0,0.0
2022,4,Emilia Romagna Grand Prix,HAM,Mercedes,14.0,13.0,+1 Lap,0.0,28.0,77.0,0.0
2022,4,Emilia Romagna Grand Prix,OCO,Alpine,16.0,14.0,+1 Lap,0.0,20.0,22.0,0.0
2022,4,Emilia Romagna Grand Prix,ZHO,Alfa Romeo,0.0,15.0,+1 Lap,0.0,1.0,23.0,0.0
2022,4,Emilia Romagna Grand Prix,LAT,Williams,19.0,16.0,+1 Lap,0.0,0.0,1.0,0.0
2022,4,Emilia Romagna Grand Prix,MSC,Haas F1 Team,10.0,17.0,+1 Lap,0.0,0.0,14.0,0.0
2022,4,Emilia Romagna Grand Prix,RIC,McLaren,6.0,18.0,+1 Lap,0.0,8.0,39.0,0.0
2022,4,Emilia Romagna Grand Prix,ALO,Alpine,9.0,19.0,Collision damage,0.0,2.0,22.0,0.0
2022,4,Emilia Romagna Grand Prix,SAI,Ferrari,4.0,20.0,Collision,0.0,33.0,112.0,0.0
2022,5,Miami Grand Prix,VER,Red Bull Racing,3.0,1.0,Finished,26.0,51.0,99.0,1.0
2022,5,Miami Grand Prix,LEC,Ferrari,1.0,2.0,Finished,18.0,79.0,112.0,1.0
2022,5,Miami Grand Prix,SAI,Ferrari,2.0,3.0,Finished,15.0,33.0,130.0,1.0
2022,5,Miami Grand Prix,PER,Red Bull Racing,4.0,4.0,Finished,12.0,48.0,125.0,1.0
2022,5,Miami Grand Prix,RUS,Mercedes,12.0,5.0,Finished,10.0,49.0,77.0,1.0
2022,5,Miami Grand Prix,HAM,Mercedes,6.0,6.0,Finished,8.0,28.0,87.0,1.0
2022,5,Miami Grand Prix,BOT,Alfa Romeo,5.0,7.0,Finished,6.0,22.0,23.0,1.0
2022,5,Miami Grand Prix,OCO,Alpine,20.0,8.0,Finished,4.0,20.0,22.0,1.0
2022,5,Miami Grand Prix,ALB,Williams,18.0,9.0,Finished,2.0,1.0,1.0,1.0
2022,5,Miami Grand Prix,STR,Aston Martin,0.0,10.0,Finished,1.0,1.0,5.0,1.0
2022,5,Miami Grand Prix,ALO,Alpine,11.0,11.0,Finished,0.0,2.0,26.0,0.0
2022,5,Miami Grand Prix,TSU,AlphaTauri,9.0,12.0,Finished,0.0,10.0,16.0,0.0
2022,5,Miami Grand Prix,RIC,McLaren,14.0,13.0,Finished,0.0,8.0,39.0,0.0
2022,5,Miami Grand Prix,LAT,Williams,19.0,14.0,Finished,0.0,0.0,3.0,0.0
2022,5,Miami Grand Prix,MSC,Haas F1 Team,15.0,15.0,Finished,0.0,0.0,14.0,0.0
2022,5,Miami Grand Prix,MAG,Haas F1 Team,16.0,16.0,Front wing,0.0,14.0,14.0,0.0
2022,5,Miami Grand Prix,VET,Aston Martin,0.0,17.0,Collision,0.0,4.0,6.0,0.0
2022,5,Miami Grand Prix,GAS,AlphaTauri,7.0,18.0,Suspension,0.0,6.0,16.0,0.0
2022,5,Miami Grand Prix,NOR,McLaren,8.0,19.0,Collision,0.0,31.0,39.0,0.0
2022,5,Miami Grand Prix,ZHO,Alfa Romeo,17.0,20.0,Water leak,0.0,1.0,29.0,0.0
2022,6,Spanish Grand Prix,VER,Red Bull Racing,2.0,1.0,Finished,25.0,77.0,137.0,1.0
2022,6,Spanish Grand Prix,PER,Red Bull Racing,5.0,2.0,Finished,19.0,60.0,162.0,1.0
2022,6,Spanish Grand Prix,RUS,Mercedes,4.0,3.0,Finished,15.0,59.0,95.0,1.0
2022,6,Spanish Grand Prix,SAI,Ferrari,3.0,4.0,Finished,12.0,48.0,145.0,1.0
2022,6,Spanish Grand Prix,HAM,Mercedes,6.0,5.0,Finished,10.0,36.0,110.0,1.0
2022,6,Spanish Grand Prix,BOT,Alfa Romeo,7.0,6.0,Finished,8.0,28.0,29.0,1.0
2022,6,Spanish Grand Prix,OCO,Alpine,12.0,7.0,Finished,6.0,24.0,26.0,1.0
2022,6,Spanish Grand Prix,NOR,McLaren,11.0,8.0,Finished,4.0,31.0,39.0,1.0
2022,6,Spanish Grand Prix,ALO,Alpine,20.0,9.0,+1 Lap,2.0,2.0,32.0,1.0
2022,6,Spanish Grand Prix,TSU,AlphaTauri,13.0,10.0,+1 Lap,1.0,10.0,16.0,1.0
2022,6,Spanish Grand Prix,VET,Aston Martin,16.0,11.0,+1 Lap,0.0,4.0,6.0,0.0
2022,6,Spanish Grand Prix,RIC,McLaren,9.0,12.0,+1 Lap,0.0,8.0,43.0,0.0
2022,6,Spanish Grand Prix,GAS,AlphaTauri,14.0,13.0,+1 Lap,0.0,6.0,17.0,0.0
2022,6,Spanish Grand Prix,MSC,Haas F1 Team,10.0,14.0,+1 Lap,0.0,0.0,14.0,0.0
2022,6,Spanish Grand Prix,STR,Aston Martin,17.0,15.0,+1 Lap,0.0,2.0,6.0,0.0
2022,6,Spanish Grand Prix,LAT,Williams,19.0,16.0,+2 Laps,0.0,0.0,3.0,0.0
2022,6,Spanish Grand Prix,MAG,Haas F1 Team,8.0,17.0,+2 Laps,0.0,14.0,14.0,0.0
2022,6,Spanish Grand Prix,ALB,Williams,18.0,18.0,+2 Laps,0.0,3.0,3.0,0.0
2022,6,Spanish Grand Prix,ZHO,Alfa Romeo,15.0,19.0,Power loss,0.0,1.0,37.0,0.0
2022,6,Spanish Grand Prix,LEC,Ferrari,1.0,20.0,Turbo,0.0,97.0,157.0,0.0
2022,7,Monaco Grand Prix,PER,Red Bull Racing,3.0,1.0,Finished,25.0,79.0,181.0,1.0
2022,7,Monaco Grand Prix,SAI,Ferrari,2.0,2.0,Finished,18.0,60.0,157.0,1.0
2022,7,Monaco Grand Prix,VER,Red Bull Racing,4.0,3.0,Finished,15.0,102.0,206.0,1.0
2022,7,Monaco Grand Prix,LEC,Ferrari,1.0,4.0,Finished,12.0,97.0,175.0,1.0
2022,7,Monaco Grand Prix,RUS,Mercedes,6.0,5.0,Finished,10.0,74.0,120.0,1.0
2022,7,Monaco Grand Prix,NOR,McLaren,5.0,6.0,Finished,9.0,35.0,43.0,1.0
2022,7,Monaco Grand Prix,ALO,Alpine,7.0,7.0,Finished,6.0,4.0,34.0,1.0
2022,7,Monaco Grand Prix,HAM,Mercedes,8.0,8.0,Finished,4.0,46.0,130.0,1.0
2022,7,Monaco Grand Prix,BOT,Alfa Romeo,12.0,9.0,Finished,2.0,36.0,37.0,1.0
2022,7,Monaco Grand Prix,VET,Aston Martin,9.0,10.0,Finished,1.0,4.0,6.0,1.0
2022,7,Monaco Grand Prix,GAS,AlphaTauri,17.0,11.0,Finished,0.0,6.0,17.0,0.0
2022,7,Monaco Grand Prix,OCO,Alpine,10.0,12.0,Finished,0.0,30.0,40.0,0.0
2022,7,Monaco Grand Prix,RIC,McLaren,14.0,13.0,Finished,0.0,8.0,52.0,0.0
2022,7,Monaco Grand Prix,STR,Aston Martin,18.0,14.0,Finished,0.0,2.0,7.0,0.0
2022,7,Monaco Grand Prix,LAT,Williams,19.0,15.0,+1 Lap,0.0,0.0,3.0,0.0
2022,7,Monaco Grand Prix,ZHO,Alfa Romeo,20.0,16.0,+1 Lap,0.0,1.0,39.0,0.0
2022,7,Monaco Grand Prix,TSU,AlphaTauri,11.0,17.0,+1 Lap,0.0,11.0,17.0,0.0
2022,7,Monaco Grand Prix,ALB,Williams,16.0,18.0,Mechanical,0.0,3.0,3.0,0.0
2022,7,Monaco Grand Prix,MSC,Haas F1 Team,15.0,19.0,Accident,0.0,0.0,14.0,0.0
2022,7,Monaco Grand Prix,MAG,Haas F1 Team,13.0,20.0,Water pressure,0.0,14.0,14.0,0.0
2022,8,Azerbaijan Grand Prix,VER,Red Bull Racing,3.0,1.0,Finished,25.0,117.0,221.0,1.0
2022,8,Azerbaijan Grand Prix,PER,Red Bull Racing,2.0,2.0,Finished,19.0,104.0,246.0,1.0
2022,8,Azerbaijan Grand Prix,RUS,Mercedes,5.0,3.0,Finished,15.0,84.0,134.0,1.0
2022,8,Azerbaijan Grand Prix,HAM,Mercedes,7.0,4.0,Finished,12.0,50.0,149.0,1.0
2022,8,Azerbaijan Grand Prix,GAS,AlphaTauri,6.0,5.0,Finished,10.0,6.0,17.0,1.0
2022,8,Azerbaijan Grand Prix,VET,Aston Martin,9.0,6.0,Finished,8.0,5.0,7.0,1.0
2022,8,Azerbaijan Grand Prix,ALO,Alpine,10.0,7.0,Finished,6.0,10.0,40.0,1.0
2022,8,Azerbaijan Grand Prix,RIC,McLaren,12.0,8.0,Finished,4.0,8.0,52.0,1.0
2022,8,Azerbaijan Grand Prix,NOR,McLaren,11.0,9.0,Finished,2.0,44.0,56.0,1.0
2022,8,Azerbaijan Grand Prix,OCO,Alpine,13.0,10.0,Finished,1.0,30.0,46.0,1.0
2022,8,Azerbaijan Grand Prix,BOT,Alfa Romeo,15.0,11.0,+1 Lap,0.0,38.0,39.0,0.0
2022,8,Azerbaijan Grand Prix,ALB,Williams,17.0,12.0,+1 Lap,0.0,3.0,3.0,0.0
2022,8,Azerbaijan Grand Prix,TSU,AlphaTauri,8.0,13.0,+1 Lap,0.0,11.0,27.0,0.0
2022,8,Azerbaijan Grand Prix,MSC,Haas F1 Team,20.0,14.0,+1 Lap,0.0,0.0,14.0,0.0
2022,8,Azerbaijan Grand Prix,LAT,Williams,18.0,15.0,+1 Lap,0.0,0.0,3.0,0.0
2022,8,Azerbaijan Grand Prix,STR,Aston Martin,19.0,16.0,Vibrations,0.0,2.0,15.0,0.0
2022,8,Azerbaijan Grand Prix,MAG,Haas F1 Team,16.0,17.0,Power Unit,0.0,14.0,14.0,0.0
2022,8,Azerbaijan Grand Prix,ZHO,Alfa Romeo,14.0,18.0,Hydraulics,0.0,1.0,39.0,0.0
2022,8,Azerbaijan Grand Prix,LEC,Ferrari,1.0,19.0,Power Unit,0.0,109.0,187.0,0.0
2022,8,Azerbaijan Grand Prix,SAI,Ferrari,4.0,20.0,Hydraulics,0.0,78.0,187.0,0.0
2022,9,Canadian Grand Prix,VER,Red Bull Racing,1.0,1.0,Finished,25.0,142.0,265.0,1.0
2022,9,Canadian Grand Prix,SAI,Ferrari,3.0,2.0,Finished,19.0,78.0,187.0,1.0
2022,9,Canadian Grand Prix,HAM,Mercedes,4.0,3.0,Finished,15.0,62.0,161.0,1.0
2022,9,Canadian Grand Prix,RUS,Mercedes,8.0,4.0,Finished,12.0,99.0,176.0,1.0
2022,9,Canadian Grand Prix,LEC,Ferrari,19.0,5.0,Finished,10.0,109.0,206.0,1.0
2022,9,Canadian Grand Prix,OCO,Alpine,7.0,6.0,Finished,8.0,31.0,47.0,1.0
2022,9,Canadian Grand Prix,BOT,Alfa Romeo,11.0,7.0,Finished,6.0,38.0,39.0,1.0
2022,9,Canadian Grand Prix,ZHO,Alfa Romeo,10.0,8.0,Finished,4.0,1.0,45.0,1.0
2022,9,Canadian Grand Prix,ALO,Alpine,2.0,9.0,Finished,2.0,16.0,55.0,1.0
2022,9,Canadian Grand Prix,STR,Aston Martin,17.0,10.0,Finished,1.0,2.0,15.0,1.0
2022,9,Canadian Grand Prix,RIC,McLaren,9.0,11.0,Finished,0.0,12.0,58.0,0.0
2022,9,Canadian Grand Prix,VET,Aston Martin,16.0,12.0,Finished,0.0,13.0,16.0,0.0
2022,9,Canadian Grand Prix,ALB,Williams,12.0,13.0,Finished,0.0,3.0,3.0,0.0
2022,9,Canadian Grand Prix,GAS,AlphaTauri,15.0,14.0,Finished,0.0,16.0,27.0,0.0
2022,9,Canadian Grand Prix,NOR,McLaren,14.0,15.0,Finished,0.0,46.0,58.0,0.0
2022,9,Canadian Grand Prix,LAT,Williams,18.0,16.0,Finished,0.0,0.0,3.0,0.0
2022,9,Canadian Grand Prix,MAG,Haas F1 Team,5.0,17.0,Finished,0.0,14.0,14.0,0.0
2022,9,Canadian Grand Prix,TSU,AlphaTauri,20.0,18.0,Accident,0.0,11.0,27.0,0.0
2022,9,Canadian Grand Prix,MSC,Haas F1 Team,6.0,19.0,Engine,0.0,0.0,14.0,0.0
2022,9,Canadian Grand Prix,PER,Red Bull Racing,13.0,20.0,Gearbox,0.0,123.0,290.0,0.0
2022,10,British Grand Prix,SAI,Ferrari,1.0,1.0,Finished,25.0,97.0,216.0,1.0
2022,10,British Grand Prix,PER,Red Bull Racing,4.0,2.0,Finished,18.0,123.0,290.0,1.0
2022,10,British Grand Prix,HAM,Mercedes,5.0,3.0,Finished,16.0,77.0,188.0,1.0
2022,10,British Grand Prix,LEC,Ferrari,3.0,4.0,Finished,12.0,119.0,241.0,1.0
2022,10,British Grand Prix,ALO,Alpine,7.0,5.0,Finished,10.0,18.0,57.0,1.0
2022,10,British Grand Prix,NOR,McLaren,6.0,6.0,Finished,8.0,46.0,58.0,1.0
2022,10,British Grand Prix,VER,Red Bull Racing,2.0,7.0,Finished,6.0,167.0,308.0,1.0
2022,10,British Grand Prix,MSC,Haas F1 Team,19.0,8.0,Finished,4.0,0.0,14.0,1.0
2022,10,British Grand Prix,VET,Aston Martin,18.0,9.0,Finished,2.0,13.0,16.0,1.0
2022,10,British Grand Prix,MAG,Haas F1 Team,17.0,10.0,Finished,1.0,14.0,18.0,1.0
2022,10,British Grand Prix,STR,Aston Martin,20.0,11.0,Finished,0.0,3.0,18.0,0.0
2022,10,British Grand Prix,LAT,Williams,10.0,12.0,Finished,0.0,0.0,3.0,0.0
2022,10,British Grand Prix,RIC,McLaren,14.0,13.0,Finished,0.0,12.0,66.0,0.0
2022,10,British Grand Prix,TSU,AlphaTauri,13.0,14.0,Finished,0.0,11.0,27.0,0.0
2022,10,British Grand Prix,OCO,Alpine,15.0,15.0,Fuel pump,0.0,39.0,67.0,0.0
2022,10,British Grand Prix,GAS,AlphaTauri,11.0,16.0,Collision damage,0.0,16.0,27.0,0.0
2022,10,British Grand Prix,BOT,Alfa Romeo,12.0,17.0,Gearbox,0.0,44.0,49.0,0.0
2022,10,British Grand Prix,RUS,Mercedes,8.0,18.0,Collision,0.0,111.0,204.0,0.0
2022,10,British Grand Prix,ZHO,Alfa Romeo,9.0,19.0,Collision,0.0,5.0,49.0,0.0
2022,10,British Grand Prix,ALB,Williams,16.0,20.0,Collision,0.0,3.0,3.0,0.0
2022,11,Austrian Grand Prix,LEC,Ferrari,2.0,1.0,Finished,25.0,131.0,253.0,1.0
2022,11,Austrian Grand Prix,VER,Red Bull Racing,1.0,2.0,Finished,19.0,173.0,314.0,1.0
2022,11,Austrian Grand Prix,HAM,Mercedes,8.0,3.0,Finished,15.0,93.0,204.0,1.0
2022,11,Austrian Grand Prix,RUS,Mercedes,4.0,4.0,Finished,12.0,111.0,219.0,1.0
2022,11,Austrian Grand Prix,OCO,Alpine,6.0,5.0,Finished,10.0,39.0,67.0,1.0
2022,11,Austrian Grand Prix,MSC,Haas F1 Team,9.0,6.0,+1 Lap,8.0,4.0,19.0,1.0
2022,11,Austrian Grand Prix,NOR,McLaren,10.0,7.0,+1 Lap,6.0,54.0,66.0,1.0
2022,11,Austrian Grand Prix,MAG,Haas F1 Team,7.0,8.0,+1 Lap,4.0,15.0,27.0,1.0
2022,11,Austrian Grand Prix,RIC,McLaren,11.0,9.0,+1 Lap,2.0,12.0,72.0,1.0
2022,11,Austrian Grand Prix,ALO,Alpine,19.0,10.0,+1 Lap,1.0,28.0,77.0,1.0
2022,11,Austrian Grand Prix,BOT,Alfa Romeo,0.0,11.0,+1 Lap,0.0,44.0,49.0,0.0
2022,11,Austrian Grand Prix,ALB,Williams,15.0,12.0,+1 Lap,0.0,3.0,3.0,0.0
2022,11,Austrian Grand Prix,STR,Aston Martin,12.0,13.0,+1 Lap,0.0,3.0,18.0,0.0
2022,11,Austrian Grand Prix,ZHO,Alfa Romeo,13.0,14.0,+1 Lap,0.0,5.0,49.0,0.0
2022,11,Austrian Grand Prix,GAS,AlphaTauri,14.0,15.0,+1 Lap,0.0,16.0,27.0,0.0
2022,11,Austrian Grand Prix,TSU,AlphaTauri,16.0,16.0,+1 Lap,0.0,11.0,27.0,0.0
2022,11,Austrian Grand Prix,VET,Aston Martin,18.0,17.0,+1 Lap,0.0,15.0,18.0,0.0
2022,11,Austrian Grand Prix,SAI,Ferrari,3.0,18.0,Power Unit,0.0,122.0,278.0,0.0
2022,11,Austrian Grand Prix,LAT,Williams,17.0,19.0,Undertray,0.0,0.0,3.0,0.0
2022,11,Austrian Grand Prix,PER,Red Bull Racing,5.0,20.0,Collision damage,0.0,141.0,333.0,0.0
2022,12,French Grand Prix,VER,Red Bull Racing,2.0,1.0,Finished,25.0,192.0,333.0,1.0
2022,12,French Grand Prix,HAM,Mercedes,4.0,2.0,Finished,18.0,108.0,231.0,1.0
2022,12,French Grand Prix,RUS,Mercedes,6.0,3.0,Finished,15.0,123.0,249.0,1.0
2022,12,French Grand Prix,PER,Red Bull Racing,3.0,4.0,Finished,12.0,141.0,358.0,1.0
2022,12,French Grand Prix,SAI,Ferrari,19.0,5.0,Finished,11.0,122.0,278.0,1.0
2022,12,French Grand Prix,ALO,Alpine,7.0,6.0,Finished,8.0,29.0,78.0,1.0
2022,12,French Grand Prix,NOR,McLaren,5.0,7.0,Finished,6.0,60.0,74.0,1.0
2022,12,French Grand Prix,OCO,Alpine,10.0,8.0,Finished,4.0,49.0,86.0,1.0
2022,12,French Grand Prix,RIC,McLaren,9.0,9.0,Finished,2.0,14.0,80.0,1.0
2022,12,French Grand Prix,STR,Aston Martin,15.0,10.0,Finished,1.0,3.0,18.0,1.0
2022,12,French Grand Prix,VET,Aston Martin,12.0,11.0,Finished,0.0,15.0,19.0,0.0
2022,12,French Grand Prix,GAS,AlphaTauri,14.0,12.0,Finished,0.0,16.0,27.0,0.0
2022,12,French Grand Prix,ALB,Williams,13.0,13.0,Finished,0.0,3.0,3.0,0.0
2022,12,French Grand Prix,BOT,Alfa Romeo,11.0,14.0,Finished,0.0,44.0,49.0,0.0
2022,12,French Grand Prix,MSC,Haas F1 Team,17.0,15.0,Finished,0.0,12.0,31.0,0.0
2022,12,French Grand Prix,ZHO,Alfa Romeo,16.0,16.0,+6 Laps,0.0,5.0,49.0,0.0
2022,12,French Grand Prix,LAT,Williams,18.0,17.0,Collision damage,0.0,0.0,3.0,0.0
2022,12,French Grand Prix,MAG,Haas F1 Team,20.0,18.0,Collision damage,0.0,19.0,31.0,0.0
2022,12,French Grand Prix,LEC,Ferrari,1.0,19.0,Accident,0.0,156.0,289.0,0.0
2022,12,French Grand Prix,TSU,AlphaTauri,8.0,20.0,Undertray,0.0,11.0,27.0,0.0
2022,13,Hungarian Grand Prix,VER,Red Bull Racing,10.0,1.0,Finished,25.0,217.0,370.0,1.0
2022,13,Hungarian Grand Prix,HAM,Mercedes,7.0,2.0,Finished,19.0,126.0,264.0,1.0
2022,13,Hungarian Grand Prix,RUS,Mercedes,1.0,3.0,Finished,15.0,138.0,283.0,1.0
2022,13,Hungarian Grand Prix,SAI,Ferrari,2.0,4.0,Finished,12.0,133.0,289.0,1.0
2022,13,Hungarian Grand Prix,PER,Red Bull Racing,11.0,5.0,Finished,10.0,153.0,395.0,1.0
2022,13,Hungarian Grand Prix,LEC,Ferrari,3.0,6.0,Finished,8.0,156.0,301.0,1.0
2022,13,Hungarian Grand Prix,NOR,McLaren,4.0,7.0,Finished,6.0,66.0,82.0,1.0
2022,13,Hungarian Grand Prix,ALO,Alpine,6.0,8.0,+1 Lap,4.0,37.0,90.0,1.0
2022,13,Hungarian Grand Prix,OCO,Alpine,5.0,9.0,+1 Lap,2.0,53.0,94.0,1.0
2022,13,Hungarian Grand Prix,VET,Aston Martin,18.0,10.0,+1 Lap,1.0,15.0,19.0,1.0
